property_url,text,full_street_line,city,state,zip_code,Latitude,Longitude,neighborhoods,county,primary_photo,nearby_crimes,rent_price,id,crime_score,beds,bath,sqft,url,lat,long,restaurant,grocery,cafe,park,school,hospital,parking,Area,Morning Rate,Afternoon Rate,Evening Rate,parking_cost
https://www.realtor.com/realestateandhomes-detail/M1218126615?listing_status=rental,"Amazing contemporary paradise. Beautiful wood combination with steel and stainless finishes. Technically 1 bedroom, but beautiful sleeping loft with big closet and multi use space on main...could be sleeping space, office, or toy room! Fresh paint, new carpet, and amazing views from roof deck. Owner had 26' boat parked in front!! Condo dock with inexpensive dues that include water, sewer, garbage. A paradise in town. Also listed for sale.",2351 Fairview Ave E Slip A,Seattle,WA,98102,47.641351,-122.330053,"Cascade, Eastlake",King,http://ap.rdcpix.com/bcd12cee567daca3d1c796228d207b8cl-m3416009203od-w480_h360_x2.webp?w=1080&q=75,238,6000.0,M1218126615,7.121484141,2.0,1.0,"1,150",https://www.realtor.com/realestateandhomes-detail/M1218126615?listing_status=rental,47.641351,-122.330053,20,2,9,20,18,2,20,Capitol Hill - North,1.0,4.5,4.0,56.0
https://www.realtor.com/realestateandhomes-detail/M9282192903?listing_status=rental,"Address: 4012 8th Ave NE. Seattle WA 98105Welcome to your dream home! This charming house listing offers a cozy and comfortable living space perfect for individuals or couples seeking convenience and proximity to various amenities. With its prime location, this 550 sqft studio (with office den) gem is less than a 10-minute walk away from the vibrant UW campus.1 min to Burke Gilman Trail, beautiful for running or biking to Gasworks park11 min walk to UW campus11 min walk to H Mart13 min walk to Trader Joe's20 min bike to Amazon HQ1 mile to Gasworks ParkLaundry/Dryer shared in the building, No off street parking available No smoking or drugs and no pets. Credit and background check and income verification required.REQUIREMENTS: 3x monthly rent gross income 670 minimum credit score Clean background Cosigners are allowed.",800 NE 40th St Unit 4012,Seattle,WA,98105,47.655964,-122.319565,"University District, Northeast Seattle, Lake View",King,http://ap.rdcpix.com/c5c888f4afbd382d027c2d2f2c038058l-m264914561od-w480_h360_x2.webp?w=1080&q=75,583,1245.0,M9282192903,17.44464393,1.0,1.0,"5,920",https://www.realtor.com/realestateandhomes-detail/M9282192903?listing_status=rental,47.655964,-122.319565,20,2,20,20,20,5,20,University District - Core,1.0,5.5,3.0,42.0
https://www.realtor.com/realestateandhomes-detail/M9860373785?listing_status=rental,"Beautifully Remodeled 5-Bed + 2 bonus rooms /3-Bath Home in Northgate. 1 month FREE if you sign your lease by end of month. Welcome to 11320 5th Ave NE, a perfectly remodeled 5-bedroom + 2 bonus room home. The bonus rooms can be used as extra bedrooms, office space, or media rooms. This spacious home features a modern open floor plan, gourmet kitchen, ample parking, individual AC units, and a pet-friendly policy, all in a prime Northgate location near shopping and major transport routes. Key Features: Bedrooms: 5+2 bonus rooms for use as bedrooms, office space, or media rooms Bathrooms: 3 Square Footage: 3, 180 sq ft Parking: 2 car attached garage Laundry: In-unit washer and dryer Appliances: Stainless steel kitchen appliances Pet-Friendly: Cats and dogs are welcome Outdoor Space: Private yard Utilities: Tenant responsible for electricity, water, gas, and garbage/recycling Additional Features: This spacious home offers a bright, open floor plan with beautiful hardwood floors, high ceilings, and large windows. The first floor includes 3 bedrooms, 1 bathroom, a large living area, a spacious in-unit laundry room, and extra storage spaces with a garage. The second floor features 4 bedrooms, 2 bathrooms, and an open-concept living/dining area with a newly remodeled kitchen. The gourmet kitchen boasts quartz countertops, new stainless steel appliances, and ample cabinet storage. With a large driveway and a garage equipped with two 220V outlets for electric cars, you can comfortably park up to six vehicles. Enjoy total comfort with individual air conditioning units installed in common areas and five bedrooms. The home also features a newly renovated interior and exterior with brand-new siding for improved aesthetics and durability, and a Wi-Fi smart lock system for secure, convenient access with customizable passcodes. Location and Neighborhood: Steps from Northgate Station, this home offers easy access to shopping at Target, QFC, Safeway, and Whole Foods. Quick access to I-5 simplifies commutes to UW, Northwest Hospital, and downtown Seattle. Enjoy the vibrant Northgate neighborhood with its variety of amenities and conveniences right at your doorstep. Lease Terms and Application: Lease Terms: 12 months, available for move-in now Platform Fee: $45 per adult (non-refundable) Security Deposit: Equal to 1x the monthly rent based upon approved credit Security deposit and the first month's rent will be due at the time of lease signing Qualifications: Renters should have a minimum credit score of 650 or above and a gross income of at least 3x the monthly rent Lease Start: Preference will be given to applicants with the earliest start date Section 8 or Housing Vouchers are accepted. If approved, the process may take up to 30 days based on the Housing Authority timeline Please view our statement of Rental Policy for further details No more than three (3) pets are allowed per home (subject to local laws and HOA Rules and Regulations). Renters Insurance with pet coverage is required. Dogs: The list of domestic dog breeds that are restricted includes: American Pit Bull Terriers, Rottweilers, Staffordshire Terriers, and any dog that has a percentage or mix of any of those breeds. Any canines other than domestic dogs (wolves, coyotes, dingoes, jackals, etc.) and any hybrids of them are not permitted. Cats: All breeds of domestic cats are permitted.",1320 5th Ave NE,Seattle,WA,98125,47.609318,-122.333885,"Downtown Seattle, Seattle Central Business District",King,http://ap.rdcpix.com/030577c9fe71959896f550d7f5f24ea8l-m3199714875od-w480_h360_x2.webp?w=1080&q=75,2903,5035.0,M9860373785,86.8641532,7.0,3.0,"3,180",https://www.realtor.com/realestateandhomes-detail/M9860373785?listing_status=rental,47.609318,-122.333885,20,8,20,20,20,20,20,,1.0,4.0,3.5,49.0
https://www.realtor.com/realestateandhomes-detail/M1404070217?listing_status=rental,"Lake Union Terrace Apartments in Seattle offer waterfront living with stunning Lake Union and Seattle skyline views. Enjoy in-unit washer and dryer, a dishwasher, and disposal. We're small pet-friendly and offer convenient online rent payment and maintenance requests. Parking options include secure garage, outdoor, and tandem parking. Act quickly to secure your spot!",210 E Blaine St,Seattle,WA,98102,47.635228,-122.324566,"Cascade, Eastlake",King,http://ar.rdcpix.com/3d279ff28015783827fa5896ea69fa17c-f2276994683od-w480_h360_x2.webp?w=1080&q=75,271,1822.5,M1404070217,8.108916816,1.0,1.0,673,https://www.realtor.com/realestateandhomes-detail/M1404070217?listing_status=rental,47.635228,-122.324566,20,2,6,20,14,0,20,Capitol Hill - North,1.0,4.5,4.0,56.0
https://www.realtor.com/realestateandhomes-detail/M2523805219?listing_status=rental,"Gorgeous northwest corner 2 bed 2 bath + den above the luxurious Hyatt at Olive 8 - Elevated life, Corner home w/large terrace overlooking Elliott Bay, Downtown, West Sea and sunsets that cascade over the Olympics! Featuring dialed chefs kitchen, Bosch pro-series (gas) appliances, slab granite, Pedini cabinetry, Beautiful hardwoods, large walk-ins and stately primary w/marbled 5piece en-suite. SLU is a thriving hub w/buzzing haunts, hip eateries and heaps of artsy flair. Steps to the new WA Convention Center, waterside park at MOHAI and redefined Pike Place Market. Olive 8 amenities - 24/7 concierge, Hyatt fitness & Elia pool/spa, central to ?Amazon, Light Rail (East Link begins Spring 2025) Rent Includes 1 park 1 storage & most utilities!",737 Olive Way Apt 2600,Seattle,WA,98101,47.613552,-122.334043,"Downtown Seattle, Denny Triangle",King,http://ap.rdcpix.com/91ed668c5a4a232367896356768bb955l-m3090365205od-w480_h360_x2.webp?w=1080&q=75,2139,6495.0,M2523805219,64.00359066,2.0,2.0,"1,548",https://www.realtor.com/realestateandhomes-detail/M2523805219?listing_status=rental,47.613552,-122.334043,20,7,20,20,20,20,20,Commercial Core - Financial,1.0,1.0,1.0,14.0
https://www.realtor.com/realestateandhomes-detail/M9347317714?listing_status=rental,"This furnished First Hill studio condo is conveniently located near restaurants, shops and grocery stores, just a few blocks from Capitol Hill's vibrant Pike/Pine corridor and major hospitals. The unit features built-in cabinetry with storage and a Murphy bed, spacious balcony with city views, a kitchen that includes a dishwasher and microwave, one full bath, and laundry in unit. Building amenities include two elevators, easy access to exterior parking space. Other terms: W/S/G included with rent. Move-in fee paid by homeowner. Renter's insurance required. Unfurnished unit could be an option if desired. No storage included. Sorry, no pets.",1300 University St Apt 2E,Seattle,WA,98101,47.612808,-122.324799,"Downtown Seattle, First Hill",King,http://ap.rdcpix.com/5fad7fcc8267ef9aae10dc74b1c63827l-m3503434582od-w480_h360_x2.webp?w=1080&q=75,2549,1350.0,M9347317714,76.2716936,1.0,1.0,381,https://www.realtor.com/realestateandhomes-detail/M9347317714?listing_status=rental,47.612808,-122.324799,20,5,20,20,20,20,20,Commercial Core - Financial,1.0,1.0,1.0,14.0
https://www.realtor.com/realestateandhomes-detail/M1978779956?listing_status=rental,"Welcome to Crown Hill, a hidden gem in Seattle that beautifully blends suburban charm with urban convenience! Nestled just a short 8-mile/20 minute drive from the bustling downtown Seattle city center, this neighborhood offers a peaceful retreat while keeping you close to all the action. Pets: Up to 2 small to medium sized dogs are allowed. Due to owner's severe allergy, we cannot accommodate cats. The home is less than a 5 minute walk to the supermarket and nearby restaurants in the shopping center on Holman. The express bus to downtown Seattle goes right past the house, so it's public transportation friendly. Distance to: Less than .5 mile from Harborview Medical Center Less than .5 mile from Swedish Medical Center 1 mile from Swedish Medical/ Cherry Hill To apply, visit TurboTenant and search for Property ID 1724435",9511A 8th Ave NW,Seattle,WA,98117,47.698178,-122.366264,"Crown Hill, Northwest Seattle",King,http://ap.rdcpix.com/bd9601b154d5b3587f228fe8072b86d9l-m3673243157od-w480_h360_x2.webp?w=1080&q=75,180,4950.0,M1978779956,5.385996409,3.0,3.0,"1,255",https://www.realtor.com/realestateandhomes-detail/M1978779956?listing_status=rental,47.698178,-122.366264,18,1,10,6,10,0,4,,1.0,4.0,3.5,49.0
https://www.realtor.com/realestateandhomes-detail/M9431858699?listing_status=rental,"Rare Opportunity! Potential Rent To Own / Purchase Option Available ($5k per month +/-). Austin on Capital Hill, Large 1619sf 3 Bed. 2.5 bath with a 590 SF Rooftop Deck with big city views. Job transfer out of state brings this exceptional property to market. Excellent floor plan offers separated space w/bed & bath on ground floor while primary bed and 2nd bedroom are on the third floor. Bedroom #2 makes working from home ideal, its a great In-Home-Office w/Cat5 wiring for tech work. Ground floor Garage complete w/ car charger can also double as a weight and exercise room (240 ASF). This is one of the best values with 1619 SF and a garage. The open living space and kitchen include a Bertazzoni range and Bosch appliances.",1715 B 14th Ave,Seattle,WA,98122,47.616913,-122.314613,"Capitol Hill, Broadway",King,http://ap.rdcpix.com/580adddcdcaf0c221ce14258cfe74abfl-m121169772od-w480_h360_x2.webp?w=1080&q=75,1546,5700.0,M9431858699,46.25972472,3.0,2.5,"1,619",https://www.realtor.com/realestateandhomes-detail/M9431858699?listing_status=rental,47.616913,-122.314613,20,5,20,20,20,11,20,12th Avenue,1.0,3.0,5.5,77.0
https://www.realtor.com/realestateandhomes-detail/M2439673273?listing_status=rental,"Nicely updated 3 bed/2.5 bath townhouse in Magnolia. Living room & dining room w/new flooring. Nice kitchen w/newer stainless range, refrigerator & dishwasher. Master bedroom with 3/4 bath. Newer W/D in unit. 1 off-street parking space incl. and plenty of street parking available. Fantastic updated 4-unit townhouse building located in lower Magnolia. Great location across the street from the Interurban Trail, 5 miles to downtown and 1.5 miles from the SPU campus. Tenants pay utility charges in addition to rent: $75 for 1 person & $140 for 2. Terms: First and 1 mo security deposit. Lease Duration: 12+ months. No Smoking. No pets. Co-signers accepted. Renters insurance is required. Minimum credit score: 700+. Verified income ratio: 3x1.",3659 22nd Ave W Apt 1,Seattle,WA,98199,47.653819,-122.385062,"Magnolia, Lawton Park",King,http://ap.rdcpix.com/3149bd1bb25d3246df0a6c685610a06cl-m2474723474od-w480_h360_x2.webp?w=1080&q=75,139,2400.0,M2439673273,4.159186116,3.0,2.5,"1,150",https://www.realtor.com/realestateandhomes-detail/M2439673273?listing_status=rental,47.653819,-122.385062,20,0,6,7,11,0,8,,1.0,4.0,3.5,49.0
https://www.realtor.com/realestateandhomes-detail/M9514883554?listing_status=rental,"The home is located in the South Park neighbored making commuting or travel to Downtown Seattle or the SeaTac airport convenient and easy. This modern-style townhome boasts 3 spacious bedrooms, 1.75 baths, and 1357 sq. feet! With a contemporary color palette, urban style kitchen, hardwood floors, air-conditioning, and private rooftop deck, you will enjoy an exceptional space for entertaining. Washer, dryer, and one off-street parking spot included. This one won't last!",834 S Cloverdale St Unit C,Seattle,WA,98108,47.526736,-122.321412,"Greater Duwamish, South Park",King,http://ap.rdcpix.com/02d1b62311855aed16eecc310339b126l-m3818883645od-w480_h360_x2.webp?w=1080&q=75,201,3395.0,M9514883554,6.014362657,3.0,2.0,"1,357",https://www.realtor.com/realestateandhomes-detail/M9514883554?listing_status=rental,47.526736,-122.321412,15,0,3,15,2,0,1,,1.0,4.0,3.5,49.0
https://www.realtor.com/realestateandhomes-detail/M9508389050?listing_status=rental,"Discover the allure of Baker 38 in Seattle's thriving Mt. Baker neighborhood, where charm and convenience unite seamlessly. With an impressive walk score of 82, daily errands become delightful strolls, from perusing the local farmer's market to sipping coffee at artisanal shops and relishing in the culinary treasures of neighborhood restaurants. This unique residence not only provides proximity to everyday conveniences but also places you just a 6-minute walk from the Mt. Baker Light Rail station, boasting an exceptional transit score of 71. Picture the ease of commuting to Downtown Seattle, turning every journey into a seamless and enjoyable experience. Baker 38 is more than an apartment community it's your portal to a lifestyle where city vibrancy meets lakeside tranquility. Welcome home to the perfect blend of charm and accessibility at Baker 38.",2531 29th Ave S,Seattle,WA,98144,47.579792,-122.295517,"Rainier Valley, Mount Baker",King,http://ar.rdcpix.com/66b11227cf0711a4ea2e5e13d228600cc-f2147818770od-w480_h360_x2.webp?w=1080&q=75,593,2570.0,M9508389050,17.74386595,1.0,,"900 - 1,359",https://www.realtor.com/realestateandhomes-detail/M9508389050?listing_status=rental,47.579792,-122.295517,20,2,7,20,20,0,5,Cherry Hill,2.0,1.0,1.0,14.0
https://www.realtor.com/realestateandhomes-detail/M2327136058?listing_status=rental,"Live in desirable and vibrant West Seattle! Located in the heart of West Seattle near the Alaska Junction, steps from an amazing array of shopping, restaurants and cafes. Close to the best West Seattle has to offer, including Alki Beach, the Admiral Junction and Lincoln Park. Close proximity grocery shopping includes Whole Foods and Trader Joe's. This cozy 4th floor unit includes new paint and new carpet. It features a gas fireplace, gas cooking, in unit W/D and covered deck. Water, sewer, garbage, gas, a designated parking space in a secured garage, and separate secure storage unit are all included in the rent! No pets.",4752 41st Ave SW Apt 406,Seattle,WA,98116,47.559532,-122.383793,"West Seattle, Genesee",King,http://ap.rdcpix.com/061fbfaf6a73af60c2a28491df8a0691l-m1067868467od-w480_h360_x2.webp?w=1080&q=75,630,1995.0,M2327136058,18.85098743,1.0,1.0,603,https://www.realtor.com/realestateandhomes-detail/M2327136058?listing_status=rental,47.559532,-122.383793,20,3,20,12,16,4,20,,1.0,4.0,3.5,49.0
https://www.realtor.com/realestateandhomes-detail/M9027924414?listing_status=rental,"Welcome to 509 1st, an urban boutique community in Seattle's most sought-after neighborhood. Live the best life with access to restaurants, coffee shops, groceries, and shops just seconds away. Our Live/Work units, studios, and open one-bedroom floor plans are tailored for modern Seattleites. Enjoy upscale amenities like stainless steel appliances, secured entry, and quartz countertops. Relax on the rooftop deck with breathtaking views of Puget Sound and Queen Anne area. Experience luxury and convenience at 509 1st.",509 1st Ave W,Seattle,WA,98119,47.623623,-122.358391,"Queen Anne, Lower Queen Anne, North Seattle",King,http://ar.rdcpix.com/7474fcbc9cca65a5b2acaaaf4b1220bac-f2756198986od-w480_h360_x2.webp?w=1080&q=75,1100,1845.0,M9027924414,32.9144225,1.0,1.0,465,https://www.realtor.com/realestateandhomes-detail/M9027924414?listing_status=rental,47.623623,-122.358391,20,1,20,20,13,2,20,,1.0,4.0,3.5,49.0
https://www.realtor.com/realestateandhomes-detail/M9821373960?listing_status=rental,"Discover the epitome of modern luxury w/Greencitys' latest marvel! This quality-built home offers EV-ready parking & stunning views of the Seattle skyline & Mt. Rainier! Meticulously designed, the spacious, sunlit layout features soaring 18-foot ceilings that enhance the space, seamlessly connecting to a sleek kitchen w/SS appliances. The top-floor primary suite boasts a spa-like bath, while 2nd bedroom w/its own bath awaits below. A versatile mezzanine provides bonus space for a home office or flex area! Each floor boasts a balcony. Extra fenced outdoor patio & storage area accessible from lower floor! Ascend to the rooftop deck to enjoy breathtaking views. 4-Star Built Green! Tenant pays all utilities: water, sewage, garbage, electricity, gas, internet, etc. First and last month's rent and damage deposit due prior to move in. Lease Term Options: 12M, 18M, 24M. This is a staged unit. To apply, visit TurboTenant and search for Property ID 1716120",9524C Interlake Ave N,Seattle,WA,98103,47.698601,-122.340485,"Northgate, North College Park",King,http://ap.rdcpix.com/f5857f24e5c5ac6dfc8cf6c022926b42l-m385897024od-w480_h360_x2.webp?w=1080&q=75,357,3375.0,M9821373960,10.68222621,2.0,2.0,"1,366",https://www.realtor.com/realestateandhomes-detail/M9821373960?listing_status=rental,47.698601,-122.340485,19,2,4,11,20,2,7,Fremont,1.0,6.0,6.5,91.0
https://www.realtor.com/realestateandhomes-detail/M2962307634?listing_status=rental,,713 N 75th St,Seattle,WA,98103,47.683087,-122.349252,"North Central, Phinney Ridge",King,http://ar.rdcpix.com/e4055aa6ced3569dae5e6362ac677e3dc-f2807357854od-w480_h360_x2.webp?w=1080&q=75,227,2395.0,M2962307634,6.792339916,2.0,1.0,850,https://www.realtor.com/realestateandhomes-detail/M2962307634?listing_status=rental,47.683087,-122.349252,20,3,20,9,20,0,4,Fremont,1.0,6.0,6.5,91.0
https://www.realtor.com/realestateandhomes-detail/M2562749747?listing_status=rental,,619 Comstock St # A-D,Seattle,WA,98109,47.630578,-122.344148,"Queen Anne, East Queen Anne",King,http://ar.rdcpix.com/bcf9b69f3fe94cb1ed66476bc64f50c6c-f2739370326od-w480_h360_x2.webp?w=1080&q=75,531,1395.0,M2562749747,15.88868941,1.0,1.0,500,https://www.realtor.com/realestateandhomes-detail/M2562749747?listing_status=rental,47.630578,-122.344148,20,0,20,20,17,5,20,Denny Triangle - North,2.0,6.0,2.5,35.0
https://www.realtor.com/realestateandhomes-detail/M1792883466?listing_status=rental,,818 W Crockett St,Seattle,WA,98119,47.637973,-122.368594,"West Queen Anne, Queen Anne",King,http://ar.rdcpix.com/37a08b01180cd64f9a339c773b1ae2c9c-f3917799749od-w480_h360_x2.webp?w=1080&q=75,142,2150.0,M1792883466,4.248952723,2.0,1.0,850,https://www.realtor.com/realestateandhomes-detail/M1792883466?listing_status=rental,47.637973,-122.368594,20,4,10,14,19,0,9,,1.0,4.0,3.5,49.0
https://www.realtor.com/realestateandhomes-detail/M9834460954?listing_status=rental,"For interested prospects, please provide a mobile number so we can easily get back to you with answers on your inquiry.Discover the perfect blend of comfort and convenience in this spacious 3bd/3ba townhouse built in 2022. Nestled in the welcoming and secure Pines community, this home features a stunning rooftop balcony ideal for relaxation and entertaining. Inside, enjoy a spacious living room and a well-appointed kitchen with SS appliances. Upstairs, you will find the primary suite with a large shower and walk-through closet. 2 additional large bedrooms and a main bath complete this level, along with a versatile multi-utility area on the ground floor. The roof-top deck offers plenty of room for outdoor dining and just enjoying the sun. Additional perks include a dedicated garage parking spot. A/C, W/D in unit. Close to the Light Rail Station, Northgate Mall, QFC, Walgreens, and numerous public parks, plus excellent connectivity to public transit, this townhouse offers an unparalleled lifestyle opportunity.Pictures and amenity list are for marketing purposes only and represent our most recent assessment of the home. Renter is responsible for verifying contents and conditions prior to leasing. All properties have additional charges which may include an insurance component and benefits. These additional fees are based on location and benefit package.All Poplar residents are enrolled to the StreetCred program, a Resident Benefits Package (RBP) for $49.95/month which includes liability insurance, credit building to help boost the residents credit score with timely rent payments, up to $1M Identity Theft Protection, HVAC air filter delivery (for applicable properties), move-in concierge service making utility connection and home service setup a breeze during your move-in, our best-in-class resident rewards program, and much more! More details upon application.The Landlord requires Tenant to obtain liability coverage of at least $100, 000 in property damage and legal liability from an A-rated carrier and to maintain such coverage throughout the entire term of the lease agreement. Tenant is required to furnish Landlord evidence of the required insurance prior to occupancy, at the time of each lease renewal period, and upon request.To satisfy the insurance requirement, Tenant may either (1) be automatically enrolled into a policy that satisfies the coverage requirements as part of the Resident Benefits Package; or (2) obtain alternative liability coverage from an insurer of Tenants choice. If option (2) is selected and approved, the tenant will be enrolled in RBP for $39.00/month. The option Tenant chooses will not affect whether Tenants lease application is approved or the terms of Tenants Lease.",11204 Pinehurst Way NE,Seattle,WA,98125,47.709977,-122.317585,"Northgate, Pinehurst",King,http://ap.rdcpix.com/40ac9b690e71d4642ed70d89d6449772l-m1288709949od-w480_h360_x2.webp?w=1080&q=75,495,4000.0,M9834460954,14.81149013,3.0,3.0,"2,160",https://www.realtor.com/realestateandhomes-detail/M9834460954?listing_status=rental,47.709977,-122.317585,20,3,11,11,15,1,12,,1.0,4.0,3.5,49.0
https://www.realtor.com/realestateandhomes-detail/M2045697942?listing_status=rental,"For interested prospects, please provide a mobile number so we can easily get back to you with answers on your inquiry.Experience the perfect blend of urban convenience and serene lakefront living in this stunning Madison Park condo. Enjoy breathtaking views of Lake Washington and Mount Rainier from your northeast-facing balcony, the perfect spot for morning coffee and relaxation.Located in the heart of Madison Park, this prime location offers easy access to local dining, boutique shopping, and outdoor activities. Nearby attractions include Madison Park Beach, Washington Park Arboretum, and popular spots like Madison Park Bakery and the Independent Pizzeria. On-site amenities feature a dock with kayak storage and bike storage, available on a first-come, first-served basis. Whether youre paddling, cycling, or simply unwinding, this is lakeside living at its finest!Pictures and amenity list are for marketing purposes only and represent our most recent assessment of the home. Renter is responsible for verifying contents and conditions prior to leasing. All properties have additional charges which may include an insurance component and benefits. These additional fees are based on location and benefit package.All Poplar residents are enrolled to the StreetCred program, a Resident Benefits Package (RBP) for $49.95/month which includes liability insurance, credit building to help boost the residents credit score with timely rent payments, up to $1M Identity Theft Protection, HVAC air filter delivery (for applicable properties), move-in concierge service making utility connection and home service setup a breeze during your move-in, our best-in-class resident rewards program, and much more! More details upon application.The Landlord requires Tenant to obtain liability coverage of at least $100, 000 in property damage and legal liability from an A-rated carrier and to maintain such coverage throughout the entire term of the lease agreement. Tenant is required to furnish Landlord evidence of the required insurance prior to occupancy, at the time of each lease renewal period, and upon request.To satisfy the insurance requirement, Tenant may either (1) be automatically enrolled into a policy that satisfies the coverage requirements as part of the Resident Benefits Package; or (2) obtain alternative liability coverage from an insurer of Tenants choice. If option (2) is selected and approved, the tenant will be enrolled in RBP for $39.00/month. The option Tenant chooses will not affect whether Tenants lease application is approved or the terms of Tenants Lease.",1800 43rd Ave E Apt 301,Seattle,WA,98112,47.634754,-122.27623,"Capitol Hill, Madison Park",King,http://ap.rdcpix.com/b6af8553dff472576e5b64ebf3b4f3bbl-m2491860244od-w480_h360_x2.webp?w=1080&q=75,90,2750.0,M2045697942,2.692998205,1.0,1.0,600,https://www.realtor.com/realestateandhomes-detail/M2045697942?listing_status=rental,47.634754,-122.27623,11,1,3,11,4,0,1,15th Avenue E,2.0,3.5,3.5,49.0
https://www.realtor.com/realestateandhomes-detail/M9985766672?listing_status=rental,"Discover the epitome of modern luxury w/Greencitys' latest marvel! This quality-built home offers EV-ready parking & stunning views of the Seattle skyline & Mt. Rainier! Meticulously designed, the spacious, sunlit layout features soaring 18-foot ceilings that enhance the space, seamlessly connecting to a sleek kitchen w/SS appliances. The top-floor primary suite boasts a spa-like bath, while 2nd bedroom w/its own bath awaits below. A versatile mezzanine provides bonus space for a home office or flex area! Each floor boasts a balcony. Extra fenced outdoor patio & storage area accessible from lower floor! Ascend to the rooftop deck to enjoy breathtaking views. 4-Star Built Green! Tenant pays all utilities: water, sewage, garbage, electricity, gas, internet, etc. First and last month's rent and damage deposit due prior to move in. Lease Term Options: 12M, 18M, 24M. Pictures are of a staged unit. To apply, visit TurboTenant and search for Property ID 1715890",9518 Interlake Ave N,Seattle,WA,98103,47.698466,-122.340505,"North College Park, Northgate",King,http://ap.rdcpix.com/2222c73ed2eba9738ba1e0b8a30cc724l-m2086857337od-w480_h360_x2.webp?w=1080&q=75,357,3500.0,M9985766672,10.68222621,3.0,2.0,"1,336",https://www.realtor.com/realestateandhomes-detail/M9985766672?listing_status=rental,47.698466,-122.340505,19,2,4,11,20,2,7,Fremont,1.0,6.0,6.5,91.0
https://www.realtor.com/realestateandhomes-detail/M1459596472?listing_status=rental,,2201 NW 62nd St,Seattle,WA,98107,47.673602,-122.385078,"Ballard, Adams",King,http://ar.rdcpix.com/6f947ccf4519a07f9ff18b26436e3589c-f2070941672od-w480_h360_x2.webp?w=1080&q=75,446,1600.0,M1459596472,13.34530221,1.0,1.0,450,https://www.realtor.com/realestateandhomes-detail/M1459596472?listing_status=rental,47.673602,-122.385078,20,2,20,11,20,8,20,Ballard - Core,1.0,6.0,6.0,84.0
https://www.realtor.com/realestateandhomes-detail/M9362904621?listing_status=rental,"Welcome to ARRT Greenwood Apartments, your perfect new home in the heart of Seattleas Greenwood neighborhood! Located in a highly convenient area, you'll enjoy the ease of quick access to Highway 99 and I5, making your commute a breeze. Plus, you're just a short walk away from a wide variety of delicious eateries, coffee shops, grocery stores and walking distance to Greenwood park. Step inside and discover apartments designed to offer both comfort and style. Plenty of windows provide natural light and creates a bright and inviting atmosphere. Inside your unit, you'll also find the convenience of a washer and dryer, making laundry day hassle-free. ARRT Greenwood Apartments offers the perfect blend of modern living and prime locationa""schedule your tour today!",9403 Linden Ave N,Seattle,WA,98103,47.697037,-122.347679,"Greenwood, Northwest Seattle",King,http://ar.rdcpix.com/b542ae63cd0bb01457748c544aa34d5cc-f94174061od-w480_h360_x2.webp?w=1080&q=75,392,2245.0,M9362904621,11.72950329,2.0,2.0,"1,200",https://www.realtor.com/realestateandhomes-detail/M9362904621?listing_status=rental,47.697037,-122.347679,20,2,8,10,20,0,10,Fremont,1.0,6.0,6.5,91.0
https://www.realtor.com/realestateandhomes-detail/M2120921556?listing_status=rental,,318 Boylston Ave E,Seattle,WA,98102,47.621691,-122.322759,"Capitol Hill, Broadway",King,http://ar.rdcpix.com/da090fac1fffa4b209a5d72af1d73528c-f3804351788od-w480_h360_x2.webp?w=1080&q=75,1772,2495.0,M2120921556,53.02214243,2.0,1.0,700,https://www.realtor.com/realestateandhomes-detail/M2120921556?listing_status=rental,47.621691,-122.322759,20,1,20,20,20,6,20,Capitol Hill - North,1.0,4.5,4.0,56.0
https://www.realtor.com/realestateandhomes-detail/M1210237639?listing_status=rental,"Located in the neighborhood of Magnolia, this home features a suburban feel while having easy access to shops, restaurants, all while being just adjacent to Downtown Seattle. Magnolia offers its residents the cozy and relaxed feel of living in a small town, while only being about 3 miles from Downtown, which is accessible through three bridges which cross Interbay. This beautifully updated home features huge territorial views, 3 bedrooms, 1.75 baths, as well as 990 square feet of living space on the main floor. Enjoy the attached 2-car garage as well as the spacious lower-level that can become a large storage space or a massive home gym.",3615 23rd Ave W,Seattle,WA,98199,47.652721,-122.386406,"Magnolia, Lawton Park",King,http://ap.rdcpix.com/77391a461332fe3b0c7aa4e946daec19l-m3497165113od-w480_h360_x2.webp?w=1080&q=75,150,4250.0,M1210237639,4.488330341,3.0,2.0,"1,540",https://www.realtor.com/realestateandhomes-detail/M1210237639?listing_status=rental,47.652721,-122.386406,20,0,6,8,11,0,8,,1.0,4.0,3.5,49.0
